0.822884 0.2489 0.2489 2 2 1
0.835724 0.263742 0.263742 2 2 1
0.848663 0.278502 0.278502 2 2 1
0.875171 0.307488 0.307488 2 2 1
0.908919 0.343174 0.343174 2 2 1
0.943472 0.37811 0.37811 2 2 1
0.978816 0.412278 0.412278 2 2 1
1.01494 0.445661 0.445661 2 2 1
0.822884 0.2489 0.2489 2 2 1
0.810111 0.234003 0.234003 2 2 1
0.797437 0.219024 0.219024 2 2 1
0.77272 0.18856 0.18856 2 2 1
0.742449 0.150004 0.150004 2 2 1
0.713012 0.110838 0.110838 2 2 1
0.684405 0.07109 0.07109 2 2 1
0.656619 0.0307877 0.0307877 2 2 1
0.629646 -0.0100399 -0.0100399 2 2 1
0.603473 -0.0513639 -0.0513639 2 2 1
0.578089 -0.0931558 -0.0931558 2 2 1
0.553479 -0.135388 -0.135388 2 2 1
0.529626 -0.178033 -0.178033 2 2 1
0.506514 -0.221065 -0.221065 2 2 1
0.484125 -0.264459 -0.264459 2 2 1
0.462439 -0.308191 -0.308191 2 2 1
0.441439 -0.352238 -0.352238 2 2 1
0.421103 -0.396578 -0.396578 2 2 1
0.401413 -0.44119 -0.44119 2 2 1
0.382349 -0.486056 -0.486056 2 2 1
0.363892 -0.531157 -0.531157 2 2 1
0.346023 -0.576474 -0.576474 2 2 1
0.328722 -0.621993 -0.621993 2 2 1
0.311972 -0.667696 -0.667696 2 2 1
0.295754 -0.713571 -0.713571 2 2 1
0.280052 -0.759602 -0.759602 2 2 1
0.264848 -0.805776 -0.805776 2 2 1
0.250128 -0.852081 -0.852081 2 2 1
0.235875 -0.898504 -0.898504 2 2 1
0.222076 -0.945033 -0.945033 2 2 1
0.208717 -0.991657 -0.991657 2 2 1
0.195786 -1.03836 -1.03836 2 2 1
0.18327 -1.08514 -1.08514 2 2 1
0.17116 -1.13197 -1.13197 2 2 1
0.159445 -1.17885 -1.17885 2 2 1
0.148117 -1.22576 -1.22576 2 2 1
0.13717 -1.27267 -1.27267 2 2 1
0.126597 -1.31958 -1.31958 2 2 1
0.116394 -1.36645 -1.36645 2 2 1
0.10656 -1.41326 -1.41326 2 2 1
0.0970932 -1.45997 -1.45997 2 2 1
0.0879967 -1.50653 -1.50653 2 2 1
0.0792746 -1.55289 -1.55289 2 2 1
0.0709342 -1.59897 -1.59897 2 2 1
0.0629853 -1.6447 -1.6447 2 2 1
0.0554407 -1.68995 -1.68995 2 2 1
0.048315 -1.7346 -1.7346 2 2 1
0.0416243 -1.77852 -1.77852 2 2 1
0.0353836 -1.82152 -1.82152 2 2 1
0.0296055 -1.86347 -1.86347 2 2 1
0.0242968 -1.9042 -1.9042 2 2 1
0.0194572 -1.9436 -1.9436 2 2 1
0.0150768 -1.98162 -1.98162 2 2 1
0.0111372 -2.01824 -2.01824 2 2 1
0.00761283 -2.05351 -2.05351 2 2 1
0.0044731 -2.08756 -2.08756 2 2 1
0.00168559 -2.12053 -2.12053 2 2 1
-0.000781087 -2.15259 -2.15259 2 2 1
0.125693 0.2489 0.2489 2 3 1
0.12192 0.230368 0.230368 2 3 1
0.118247 0.211783 0.211783 2 3 1
0.111502 0.174315 0.174315 2 3 1
0.103595 0.127248 0.127248 2 3 1
0.0963388 0.0799198 0.0799198 2 3 1
0.0896664 0.0323734 0.0323734 2 3 1
0.0835174 -0.015354 -0.015354 2 3 1
0.0778389 -0.0632294 -0.0632294 2 3 1
0.0725834 -0.111226 -0.111226 2 3 1
0.0677093 -0.159322 -0.159322 2 3 1
0.0631793 -0.207499 -0.207499 2 3 1
0.0589607 -0.255743 -0.255743 2 3 1
0.0550241 -0.304041 -0.304041 2 3 1
0.0513438 -0.352384 -0.352384 2 3 1
0.0478966 -0.400762 -0.400762 2 3 1
0.0446622 -0.44917 -0.44917 2 3 1
0.0416221 -0.4976 -0.4976 2 3 1
0.0387599 -0.546048 -0.546048 2 3 1
0.0360611 -0.59451 -0.59451 2 3 1
0.0335124 -0.642982 -0.642982 2 3 1
0.031102 -0.691461 -0.691461 2 3 1
0.0288192 -0.739945 -0.739945 2 3 1
0.0266543 -0.788429 -0.788429 2 3 1
0.0245987 -0.836912 -0.836912 2 3 1
0.0226443 -0.885393 -0.885393 2 3 1
0.0207841 -0.933867 -0.933867 2 3 1
0.0190114 -0.982335 -0.982335 2 3 1
0.0173202 -1.03079 -1.03079 2 3 1
0.0157052 -1.07924 -1.07924 2 3 1
0.0141612 -1.12767 -1.12767 2 3 1
0.0126838 -1.17608 -1.17608 2 3 1
0.0112687 -1.22447 -1.22447 2 3 1
0.009912 -1.27284 -1.27284 2 3 1
0.00861021 -1.32118 -1.32118 2 3 1
0.00736003 -1.36948 -1.36948 2 3 1
0.00615845 -1.41774 -1.41774 2 3 1
0.00500268 -1.46595 -1.46595 2 3 1
0.00389017 -1.51411 -1.51411 2 3 1
0.00281857 -1.56219 -1.56219 2 3 1
0.00178573 -1.61018 -1.61018 2 3 1
0.000789708 -1.65807 -1.65807 2 3 1
-0.000171239 -1.70582 -1.70582 2 3 1
0.125693 0.2489 0.2489 2 3 1
0.129534 0.267396 0.267396 2 3 1
0.133481 0.285837 0.285837 2 3 1
0.142083 0.322327 0.322327 2 3 1
0.153616 0.367463 0.367463 2 3 1
0.166255 0.41186 0.41186 2 3 1
0.180099 0.455382 0.455382 2 3 1
0.195247 0.497882 0.497882 2 3 1
0.211784 0.539202 0.539202 2 3 1
0.229786 0.579186 0.579186 2 3 1
0.249309 0.617687 0.617687 2 3 1
0.270392 0.654578 0.654578 2 3 1
0.293053 0.689764 0.689764 2 3 1
0.31729 0.723185 0.723185 2 3 1
0.343089 0.754818 0.754818 2 3 1
0.370424 0.784675 0.784675 2 3 1
0.399259 0.812797 0.812797 2 3 1
0.429555 0.839249 0.839249 2 3 1
0.461268 0.864111 0.864111 2 3 1
0.49435 0.887469 0.887469 2 3 1
0.528753 0.909418 0.909418 2 3 1
0.564421 0.930048 0.930048 2 3 1
0.601296 0.949448 0.949448 2 3 1
0.639317 0.967704 0.967704 2 3 1
0.678417 0.984896 0.984896 2 3 1
0.718528 1.0011 1.0011 2 3 1
0.759578 1.01639 1.01639 2 3 1
0.801496 1.03082 1.03082 2 3 1
0.844209 1.04446 1.04446 2 3 1
0.887649 1.05737 1.05737 2 3 1
0.931747 1.0696 1.0696 2 3 1
0.976439 1.08119 1.08119 2 3 1
1.02167 1.0922 1.0922 2 3 1
0.125693 0.2489 0.2489 2 3 1
0.129534 0.267396 0.267396 2 3 1
0.133481 0.285837 0.285837 2 3 1
0.142083 0.322327 0.322327 2 3 1
0.153616 0.367463 0.367463 2 3 1
0.166255 0.41186 0.41186 2 3 1
0.180099 0.455382 0.455382 2 3 1
0.195247 0.497882 0.497882 2 3 1
0.211784 0.539202 0.539202 2 3 1
0.229786 0.579186 0.579186 2 3 1
0.249309 0.617687 0.617687 2 3 1
0.270392 0.654578 0.654578 2 3 1
0.293053 0.689764 0.689764 2 3 1
0.31729 0.723185 0.723185 2 3 1
0.343089 0.754818 0.754818 2 3 1
0.370424 0.784675 0.784675 2 3 1
0.399259 0.812797 0.812797 2 3 1
0.429555 0.839249 0.839249 2 3 1
0.461268 0.864111 0.864111 2 3 1
0.49435 0.887469 0.887469 2 3 1
0.528753 0.909418 0.909418 2 3 1
0.564421 0.930048 0.930048 2 3 1
0.601296 0.949448 0.949448 2 3 1
0.639317 0.967704 0.967704 2 3 1
0.678417 0.984896 0.984896 2 3 1
0.718528 1.0011 1.0011 2 3 1
0.759578 1.01639 1.01639 2 3 1
0.801496 1.03082 1.03082 2 3 1
0.844209 1.04446 1.04446 2 3 1
0.887649 1.05737 1.05737 2 3 1
0.931747 1.0696 1.0696 2 3 1
0.976439 1.08119 1.08119 2 3 1
1.02167 1.0922 1.0922 2 3 1
0.125693 0.2489 0.2489 2 3 1
0.129534 0.267396 0.267396 2 3 1
0.133481 0.285837 0.285837 2 3 1
0.142083 0.322327 0.322327 2 3 1
0.153616 0.367463 0.367463 2 3 1
0.166255 0.41186 0.41186 2 3 1
0.180099 0.455382 0.455382 2 3 1
0.195247 0.497882 0.497882 2 3 1
0.211784 0.539202 0.539202 2 3 1
0.229786 0.579186 0.579186 2 3 1
0.249309 0.617687 0.617687 2 3 1
0.270392 0.654578 0.654578 2 3 1
0.293053 0.689764 0.689764 2 3 1
0.31729 0.723185 0.723185 2 3 1
0.343089 0.754818 0.754818 2 3 1
0.370424 0.784675 0.784675 2 3 1
0.399259 0.812797 0.812797 2 3 1
0.429555 0.839249 0.839249 2 3 1
0.461268 0.864111 0.864111 2 3 1
0.49435 0.887469 0.887469 2 3 1
0.528753 0.909418 0.909418 2 3 1
0.564421 0.930048 0.930048 2 3 1
0.601296 0.949448 0.949448 2 3 1
0.639317 0.967704 0.967704 2 3 1
0.678417 0.984896 0.984896 2 3 1
0.718528 1.0011 1.0011 2 3 1
0.759578 1.01639 1.01639 2 3 1
0.801496 1.03082 1.03082 2 3 1
0.844209 1.04446 1.04446 2 3 1
0.887649 1.05737 1.05737 2 3 1
0.931747 1.0696 1.0696 2 3 1
0.976439 1.08119 1.08119 2 3 1
1.02167 1.0922 1.0922 2 3 1
0.125693 0.2489 0.2489 2 3 1
0.129534 0.267396 0.267396 2 3 1
0.133481 0.285837 0.285837 2 3 1
0.142083 0.322327 0.322327 2 3 1
0.153616 0.367463 0.367463 2 3 1
0.166255 0.41186 0.41186 2 3 1
0.180099 0.455382 0.455382 2 3 1
0.195247 0.497882 0.497882 2 3 1
0.211784 0.539202 0.539202 2 3 1
0.229786 0.579186 0.579186 2 3 1
0.249309 0.617687 0.617687 2 3 1
0.270392 0.654578 0.654578 2 3 1
0.293053 0.689764 0.689764 2 3 1
0.31729 0.723185 0.723185 2 3 1
0.343089 0.754818 0.754818 2 3 1
0.370424 0.784675 0.784675 2 3 1
0.399259 0.812797 0.812797 2 3 1
0.429555 0.839249 0.839249 2 3 1
0.461268 0.864111 0.864111 2 3 1
0.49435 0.887469 0.887469 2 3 1
0.528753 0.909418 0.909418 2 3 1
0.564421 0.930048 0.930048 2 3 1
0.601296 0.949448 0.949448 2 3 1
0.639317 0.967704 0.967704 2 3 1
0.678417 0.984896 0.984896 2 3 1
0.718528 1.0011 1.0011 2 3 1
0.759578 1.01639 1.01639 2 3 1
0.801496 1.03082 1.03082 2 3 1
0.844209 1.04446 1.04446 2 3 1
0.887649 1.05737 1.05737 2 3 1
0.931747 1.0696 1.0696 2 3 1
0.976439 1.08119 1.08119 2 3 1
1.02167 1.0922 1.0922 2 3 1
0.125693 0.2489 0.2489 2 3 1
0.129534 0.267396 0.267396 2 3 1
0.133481 0.285837 0.285837 2 3 1
0.142083 0.322327 0.322327 2 3 1
0.153616 0.367463 0.367463 2 3 1
0.166255 0.41186 0.41186 2 3 1
0.180099 0.455382 0.455382 2 3 1
0.195247 0.497882 0.497882 2 3 1
0.211784 0.539202 0.539202 2 3 1
0.229786 0.579186 0.579186 2 3 1
0.249309 0.617687 0.617687 2 3 1
0.270392 0.654578 0.654578 2 3 1
0.293053 0.689764 0.689764 2 3 1
0.31729 0.723185 0.723185 2 3 1
0.343089 0.754818 0.754818 2 3 1
0.370424 0.784675 0.784675 2 3 1
0.399259 0.812797 0.812797 2 3 1
0.429555 0.839249 0.839249 2 3 1
0.461268 0.864111 0.864111 2 3 1
0.49435 0.887469 0.887469 2 3 1
0.528753 0.909418 0.909418 2 3 1
0.564421 0.930048 0.930048 2 3 1
0.601296 0.949448 0.949448 2 3 1
0.639317 0.967704 0.967704 2 3 1
0.678417 0.984896 0.984896 2 3 1
0.718528 1.0011 1.0011 2 3 1
0.759578 1.01639 1.01639 2 3 1
0.801496 1.03082 1.03082 2 3 1
0.844209 1.04446 1.04446 2 3 1
0.887649 1.05737 1.05737 2 3 1
0.931747 1.0696 1.0696 2 3 1
0.976439 1.08119 1.08119 2 3 1
1.02167 1.0922 1.0922 2 3 1
0.822884 0.2489 0.2489 2 2 1
0.824165 0.250387 0.250387 2 2 1
0.825447 0.251873 0.251873 2 2 1
0.828013 0.254842 0.254842 2 2 1
0.833156 0.260774 0.260774 2 2 1
0.839615 0.268162 0.268162 2 2 1
0.846117 0.275514 0.275514 2 2 1
0.852656 0.282836 0.282836 2 2 1
0.859228 0.290128 0.290128 2 2 1
0.865833 0.297393 0.297393 2 2 1
0.872471 0.304628 0.304628 2 2 1
0.879142 0.311835 0.311835 2 2 1
0.885845 0.319012 0.319012 2 2 1
0.892581 0.326161 0.326161 2 2 1
0.899349 0.33328 0.33328 2 2 1
0.90615 0.340369 0.340369 2 2 1
0.912983 0.347428 0.347428 2 2 1
0.919848 0.354458 0.354458 2 2 1
0.926746 0.361457 0.361457 2 2 1
0.933675 0.368426 0.368426 2 2 1
0.940637 0.375364 0.375364 2 2 1
0.94763 0.382272 0.382272 2 2 1
0.954655 0.389149 0.389149 2 2 1
0.961711 0.395996 0.395996 2 2 1
0.968799 0.402811 0.402811 2 2 1
0.975918 0.409595 0.409595 2 2 1
0.983068 0.416347 0.416347 2 2 1
0.990249 0.423068 0.423068 2 2 1
0.997461 0.429758 0.429758 2 2 1
1.0047 0.436416 0.436416 2 2 1
1.01198 0.443042 0.443042 2 2 1
1.01928 0.449636 0.449636 2 2 1
1.02661 0.456198 0.456198 2 2 1
1.03398 0.462727 0.462727 2 2 1
1.04137 0.469225 0.469225 2 2 1
1.0488 0.47569 0.47569 2 2 1
1.05625 0.482123 0.482123 2 2 1
1.06373 0.488523 0.488523 2 2 1
1.07124 0.49489 0.49489 2 2 1
1.07878 0.501225 0.501225 2 2 1
1.08635 0.507527 0.507527 2 2 1
1.09395 0.513797 0.513797 2 2 1
1.10157 0.520033 0.520033 2 2 1
1.10923 0.526236 0.526236 2 2 1
1.11691 0.532407 0.532407 2 2 1
1.12462 0.538544 0.538544 2 2 1
1.13236 0.544648 0.544648 2 2 1
1.14012 0.550719 0.550719 2 2 1
1.14791 0.556757 0.556757 2 2 1
1.15573 0.562762 0.562762 2 2 1
1.16357 0.568734 0.568734 2 2 1
1.17145 0.574672 0.574672 2 2 1
1.17934 0.580577 0.580577 2 2 1
1.18727 0.586449 0.586449 2 2 1
1.19522 0.592288 0.592288 2 2 1
1.20319 0.598093 0.598093 2 2 1
1.21119 0.603865 0.603865 2 2 1
1.21922 0.609604 0.609604 2 2 1
1.22727 0.61531 0.61531 2 2 1
1.23534 0.620982 0.620982 2 2 1
1.24344 0.626622 0.626622 2 2 1
1.25157 0.632228 0.632228 2 2 1
1.25971 0.637801 0.637801 2 2 1
1.26789 0.643341 0.643341 2 2 1
1.27608 0.648848 0.648848 2 2 1
1.2843 0.654322 0.654322 2 2 1
1.29254 0.659763 0.659763 2 2 1
1.3008 0.665171 0.665171 2 2 1
1.30909 0.670546 0.670546 2 2 1
1.3174 0.675889 0.675889 2 2 1
1.32573 0.681199 0.681199 2 2 1
1.33408 0.686476 0.686476 2 2 1
1.34245 0.691721 0.691721 2 2 1
1.35085 0.696933 0.696933 2 2 1
1.35927 0.702113 0.702113 2 2 1
1.3677 0.70726 0.70726 2 2 1
1.37616 0.712376 0.712376 2 2 1
1.38464 0.717459 0.717459 2 2 1
1.39314 0.72251 0.72251 2 2 1
1.40166 0.727529 0.727529 2 2 1
1.41019 0.732517 0.732517 2 2 1
1.41875 0.737472 0.737472 2 2 1
1.42733 0.742396 0.742396 2 2 1
1.43592 0.747289 0.747289 2 2 1
1.44454 0.75215 0.75215 2 2 1
1.45317 0.75698 0.75698 2 2 1
1.46182 0.761778 0.761778 2 2 1
1.47049 0.766546 0.766546 2 2 1
1.47918 0.771282 0.771282 2 2 1
1.48789 0.775988 0.775988 2 2 1
1.49661 0.780663 0.780663 2 2 1
1.50535 0.785308 0.785308 2 2 1
